corona_test,cough_filename
negative,IQSMEGOrc3XegUpIARWm07D2K2a2_shallow_4.wav
negative,iu13CF47sRTOnPlhkzTszNkqAZ83_heavy_1.wav
negative,j9H4jHAjVPbnLqoO83jZVAtZ5ep2_shallow_1.wav
negative,jaRfWYxsWjV2L833wIIyuivEWFG3_shallow_2.wav
negative,JcXAvo6g3GYZOJe6VnzkeqH0OmS2_heavy_2.wav
negative,JcXAvo6g3GYZOJe6VnzkeqH0OmS2_heavy_3.wav
negative,JcXAvo6g3GYZOJe6VnzkeqH0OmS2_shallow_1.wav
negative,JcXAvo6g3GYZOJe6VnzkeqH0OmS2_shallow_3.wav
negative,JQyIFoDDO1fwOuEH0GaOFskQ90q1_shallow_1.wav
negative,JQyIFoDDO1fwOuEH0GaOFskQ90q1_shallow_3.wav
negative,JxSb6sEnk0RC9NPyET9sCpJ3OqN2_shallow_1.wav
negative,k0uQAYNhiUZvHePzPoWE9wUfBNk2_heavy_1.wav
negative,k0uQAYNhiUZvHePzPoWE9wUfBNk2_heavy_2.wav
negative,k0uQAYNhiUZvHePzPoWE9wUfBNk2_shallow_1.wav
negative,k73r7MJLJyav5AF6DJS6LFQnvn82_heavy_1.wav
negative,k73r7MJLJyav5AF6DJS6LFQnvn82_shallow_3.wav
negative,k9c8ik6XlhbYFnHoXHqyDIQ5axe2_heavy_1.wav
negative,k9c8ik6XlhbYFnHoXHqyDIQ5axe2_heavy_2.wav
negative,k9c8ik6XlhbYFnHoXHqyDIQ5axe2_shallow_1.wav
negative,k9c8ik6XlhbYFnHoXHqyDIQ5axe2_shallow_2.wav
negative,KmMFugVd4Pa4fZW9FqWFcHBVovf2_heavy_1.wav
negative,KmMFugVd4Pa4fZW9FqWFcHBVovf2_heavy_4.wav
negative,KmMFugVd4Pa4fZW9FqWFcHBVovf2_heavy_6.wav
negative,KmMFugVd4Pa4fZW9FqWFcHBVovf2_shallow_1.wav
negative,KmMFugVd4Pa4fZW9FqWFcHBVovf2_shallow_3.wav
negative,KmMFugVd4Pa4fZW9FqWFcHBVovf2_shallow_4.wav
negative,KmMFugVd4Pa4fZW9FqWFcHBVovf2_shallow_5.wav
negative,LGiTXwr1u8YlLpxd1nvTlhGCZJn2_heavy_2.wav
negative,LGiTXwr1u8YlLpxd1nvTlhGCZJn2_shallow_1.wav
negative,llSmz39DbNfSYZ1M4c8zytC4W0r1_heavy_1.wav
negative,llSmz39DbNfSYZ1M4c8zytC4W0r1_shallow_2.wav
negative,llSmz39DbNfSYZ1M4c8zytC4W0r1_shallow_3.wav
negative,LW6U5C8CENR1PsmldatYGdCBcYg1_heavy_1.wav
negative,LyCZNUHMdqQtXwEox0mUHngB1Gx1_heavy_1.wav
negative,LyCZNUHMdqQtXwEox0mUHngB1Gx1_heavy_3.wav
negative,lzB1CcCk33VjfRiW9vbXkplPO0r1_heavy_2.wav
negative,lzB1CcCk33VjfRiW9vbXkplPO0r1_heavy_6.wav
negative,lzB1CcCk33VjfRiW9vbXkplPO0r1_shallow_3.wav
negative,LziLApJbcWWu3MzbIL8k6mLdyFK2_heavy_1.wav
negative,LziLApJbcWWu3MzbIL8k6mLdyFK2_shallow_1.wav
negative,m6UxfLHv0nWKNqMZP2uNiGzXgKh2_heavy_1.wav
negative,MeUiOR3KHJOGkU0rpWsA5oiBt672_heavy_1.wav
negative,MeUiOR3KHJOGkU0rpWsA5oiBt672_heavy_3.wav
negative,MeUiOR3KHJOGkU0rpWsA5oiBt672_shallow_1.wav
negative,MeUiOR3KHJOGkU0rpWsA5oiBt672_shallow_2.wav
negative,MeUiOR3KHJOGkU0rpWsA5oiBt672_shallow_3.wav
negative,MeUiOR3KHJOGkU0rpWsA5oiBt672_shallow_4.wav
negative,myAv7VQZySPhI599FSTraHN0vtH3_heavy_1.wav
negative,myAv7VQZySPhI599FSTraHN0vtH3_heavy_2.wav
negative,myAv7VQZySPhI599FSTraHN0vtH3_heavy_3.wav
negative,myAv7VQZySPhI599FSTraHN0vtH3_shallow_1.wav
negative,myAv7VQZySPhI599FSTraHN0vtH3_shallow_2.wav
negative,myAv7VQZySPhI599FSTraHN0vtH3_shallow_3.wav
negative,nCejocB61DU95Gz2gEcPeH0N2pm1_heavy_2.wav
negative,nCejocB61DU95Gz2gEcPeH0N2pm1_heavy_3.wav
negative,nCejocB61DU95Gz2gEcPeH0N2pm1_shallow_4.wav
negative,neg-0421-083-cough-m-53-10.wav
negative,neg-0421-083-cough-m-53-13.wav
negative,neg-0421-083-cough-m-53-16.wav
negative,neg-0421-083-cough-m-53-6.wav
negative,neg-0421-083-cough-m-53-7.wav
negative,neg-0421-083-cough-m-53-8.wav
negative,neg-0421-083-cough-m-53-9.wav
negative,neg-0421-083-cough-m-53.wav
negative,neg-0421-085-cough-m-43-1.wav
negative,neg-0421-085-cough-m-43-2.wav
negative,neg-0421-085-cough-m-43.wav
negative,neg-0421-088-cough-f-66-1.wav
negative,neg-0421-088-cough-f-66-3.wav
negative,neg-0421-088-cough-f-66.wav
negative,neg-0421-089-cough-f-20-0.wav
negative,neg-0421-089-cough-f-20-3.wav
negative,neg-0421-089-cough-f-20.wav
negative,neg-0421-090-cough-f-17-11.wav
negative,neg-0421-090-cough-f-17-2.wav
negative,neg-0421-090-cough-f-17-4.wav
negative,neg-0421-090-cough-f-17.wav
negative,neg-0421-091-cough-m-47-2.wav
negative,neg-0421-091-cough-m-47-4.wav
negative,neg-0421-091-cough-m-47-6.wav
negative,neg-0421-091-cough-m-47-8.wav
negative,neg-0421-091-cough-m-47.wav
negative,neg-0422-095-cough-m-53-15.wav
negative,neg-0422-095-cough-m-53-5.wav
negative,neg-0422-095-cough-m-53-8.wav
negative,neg-0422-095-cough-m-53.wav
negative,neg-0422-097-cough-m-37-8.wav
negative,neg-0422-097-cough-m-37.wav
negative,neg-0422-098-cough-f-24-1.wav
negative,neg-0422-098-cough-f-24-5.wav
negative,neg-0422-098-cough-f-24.wav
negative,nFYEOudV6AXO7kSQU7mjyezJXUw2_heavy_1.wav
negative,nFYEOudV6AXO7kSQU7mjyezJXUw2_heavy_4.wav
negative,nlKBKSlza3VwbasF1voiECoUs6d2_shallow_3.wav
negative,NqXT0llYhqhv9usc7uEPUKfonRD2_heavy_1.wav
negative,NqXT0llYhqhv9usc7uEPUKfonRD2_shallow_1.wav
negative,nQzxtyMOM3bSn98zqwBe9C7r7MI2_heavy_4.wav
negative,nQzxtyMOM3bSn98zqwBe9C7r7MI2_shallow_3.wav
negative,NRG3cVOEhsTaVQeeNG60tBv247Z2_heavy_1.wav
negative,oeOuvTlUMEfWPcNOA4EnTk5Bh4K2_heavy_1.wav
negative,oeOuvTlUMEfWPcNOA4EnTk5Bh4K2_shallow_1.wav
negative,op1WefhMk4PWXOP5mzMctzOWM3x1_heavy_3.wav
negative,op1WefhMk4PWXOP5mzMctzOWM3x1_heavy_5.wav
negative,P5mI5OKQZ3WbFo8FkU7VuvAwUwz2_heavy_11.wav
negative,P5mI5OKQZ3WbFo8FkU7VuvAwUwz2_heavy_4.wav
negative,P5mI5OKQZ3WbFo8FkU7VuvAwUwz2_heavy_5.wav
negative,P5mI5OKQZ3WbFo8FkU7VuvAwUwz2_shallow_2.wav
negative,P5mI5OKQZ3WbFo8FkU7VuvAwUwz2_shallow_4.wav
negative,pBB2aZFbLCMky5VPRAoWIClKN2Y2_heavy_1.wav
negative,pBB2aZFbLCMky5VPRAoWIClKN2Y2_shallow_1.wav
negative,pBB2aZFbLCMky5VPRAoWIClKN2Y2_shallow_2.wav
negative,pQIRKYbiQ3ZHhnVt8CV73OvmBUU2_heavy_2.wav
negative,pVh5tOiOZHgxAWt7lBUe6pAtfEg2_shallow_1.wav
negative,pvX8fr2fMcebtfWq2wXqyIp56PL2_shallow_2.wav
negative,Q82KnSDEDTc0w7CDj1fSBntRTyg1_heavy_1.wav
negative,Q82KnSDEDTc0w7CDj1fSBntRTyg1_heavy_3.wav
negative,ql3kCRgabMZdkQabRLQNwJGLpwe2_heavy_1.wav
negative,ql3kCRgabMZdkQabRLQNwJGLpwe2_shallow_3.wav
negative,qSDQMZj4iqhaRUz1SvwiUqyUzKH3_heavy_1.wav
negative,Qt3Wy5zDjYfrcZtylWX0sh5niMa2_heavy_3.wav
negative,Qt3Wy5zDjYfrcZtylWX0sh5niMa2_shallow_3.wav
negative,qZEBUZAYCHhWEWXUeOGrLFhaZCW2_heavy_3.wav
negative,qZEBUZAYCHhWEWXUeOGrLFhaZCW2_shallow_1.wav
negative,qZEBUZAYCHhWEWXUeOGrLFhaZCW2_shallow_2.wav
negative,R9EJURFbJjRNEl9lmQZw1gfs08J3_heavy_1.wav
negative,REREbF9ZKUd33adQOFDQXSYK3SI3_heavy_1.wav
negative,REREbF9ZKUd33adQOFDQXSYK3SI3_heavy_3.wav
negative,REREbF9ZKUd33adQOFDQXSYK3SI3_shallow_2.wav
negative,RFqBDNt9sLR9PxvBliE1JhFVzK42_heavy_1.wav
negative,RFqBDNt9sLR9PxvBliE1JhFVzK42_heavy_2.wav
negative,RfrT8p9208NHn3170qOYmxel8Kw2_shallow_2.wav
negative,RfrT8p9208NHn3170qOYmxel8Kw2_shallow_3.wav
negative,rlklHwPKGycGalH7q9XMRnUqXxd2_heavy_1.wav
negative,rlklHwPKGycGalH7q9XMRnUqXxd2_shallow_1.wav
negative,rlklHwPKGycGalH7q9XMRnUqXxd2_shallow_4.wav
negative,RP28VzHbG0crJB2RnboqUaM9SRm1_heavy_2.wav
negative,Ruz6RW2jXUVDXkYX7GsYC3hzagn1_shallow_3.wav
negative,RV4V6j3c5cbSb2B4pY9vlF6kbeE2_shallow_1.wav
negative,RV4V6j3c5cbSb2B4pY9vlF6kbeE2_shallow_5.wav
negative,RY495l51qRPkLQxPMtN65Fkzcbw1_heavy_1.wav
negative,RY495l51qRPkLQxPMtN65Fkzcbw1_shallow_3.wav
negative,s3gFlexwXGaT6sBmU6g82B6Zczh2_shallow_3.wav
negative,sCqJBGNT5AhdqxZD0AuJPbbhJ4k2_heavy_1.wav
negative,sW80fLKGSiXcPBKFwnwRaaRdPKX2_heavy_2.wav
negative,sW80fLKGSiXcPBKFwnwRaaRdPKX2_heavy_3.wav
negative,sW80fLKGSiXcPBKFwnwRaaRdPKX2_heavy_4.wav
negative,sW80fLKGSiXcPBKFwnwRaaRdPKX2_shallow_1.wav
negative,Sy1VK1UgX0ZMcMJitgPal1sp8jj2_heavy_3.wav
negative,Sy1VK1UgX0ZMcMJitgPal1sp8jj2_shallow_2.wav
negative,t6twqoKKSMOJdmehEj2gbVo6Lao2_heavy_3.wav
negative,tLK9Z6BpfWVDFV7DQKMnEy0Woo22_heavy_3.wav
negative,tpCCClZhHxXqu31XbOhexT55KdP2_heavy_2.wav
negative,tpCCClZhHxXqu31XbOhexT55KdP2_heavy_3.wav
negative,tpCCClZhHxXqu31XbOhexT55KdP2_shallow_2.wav
negative,TULtUREj7OY9m91BqV1hqSeuwYf2_heavy_2.wav
negative,TULtUREj7OY9m91BqV1hqSeuwYf2_shallow_3.wav
negative,uHPhyLsj5eYghJQOYj7iXa0fyOE3_heavy_2.wav
negative,uHPhyLsj5eYghJQOYj7iXa0fyOE3_shallow_1.wav
negative,uHPhyLsj5eYghJQOYj7iXa0fyOE3_shallow_2.wav
negative,uHPhyLsj5eYghJQOYj7iXa0fyOE3_shallow_4.wav
negative,uKNcZUbxcoVEtx2loiRvJEAhPEj1_heavy_1.wav
negative,uKNcZUbxcoVEtx2loiRvJEAhPEj1_heavy_3.wav
negative,UTqsNsZQCThhJduOChbctH76Avj2_heavy_1.wav
negative,V4vtnfRZS8bjKjuR7KVyYnJQXw32_heavy_1.wav
negative,V4vtnfRZS8bjKjuR7KVyYnJQXw32_shallow_1.wav
negative,VB3X18XtrRdSVJ8zDzdyKohlX2F2_heavy_5.wav
negative,VB3X18XtrRdSVJ8zDzdyKohlX2F2_heavy_6.wav
negative,VB3X18XtrRdSVJ8zDzdyKohlX2F2_heavy_7.wav
negative,VB3X18XtrRdSVJ8zDzdyKohlX2F2_shallow_2.wav
negative,VDhr3WpGrNSi0eWqpTtfZdvUC3N2_shallow_1.wav
negative,VDhr3WpGrNSi0eWqpTtfZdvUC3N2_shallow_2.wav
negative,vn3xkK3lIdViBCa9kMj8LDOy9yV2_shallow_3.wav
negative,vqIREUmn5CMqyrMHxlLVmcuN5qW2_shallow_1.wav
negative,vSVws79jhxXr1iQrtbvhchHaHCE3_heavy_3.wav
negative,vSVws79jhxXr1iQrtbvhchHaHCE3_heavy_4.wav
negative,vSVws79jhxXr1iQrtbvhchHaHCE3_shallow_1.wav
negative,vSVws79jhxXr1iQrtbvhchHaHCE3_shallow_3.wav
negative,vX3NZt9tyQUhXgS4dlz55VGEMdU2_heavy_3.wav
negative,vX3NZt9tyQUhXgS4dlz55VGEMdU2_shallow_3.wav
negative,VXCvsGinvzPFVkLNlvJFw7z9G8j1_heavy_2.wav
negative,w1JLuqfRlwcQjnvBRZgdSo89zoz2_heavy_2.wav
negative,w1JLuqfRlwcQjnvBRZgdSo89zoz2_shallow_1.wav
negative,w1JLuqfRlwcQjnvBRZgdSo89zoz2_shallow_3.wav
negative,W673kSjviTeaeIVpuLAtv9up4s72_heavy_1.wav
negative,W673kSjviTeaeIVpuLAtv9up4s72_shallow_1.wav
negative,W673kSjviTeaeIVpuLAtv9up4s72_shallow_2.wav
negative,W673kSjviTeaeIVpuLAtv9up4s72_shallow_3.wav
negative,wfC9G2gEocPkwkqAtaGxZDbK4oF2_shallow_1.wav
negative,wfC9G2gEocPkwkqAtaGxZDbK4oF2_shallow_3.wav
negative,WyCgdIfGzxXRPeimIoqiPVysAHB2_heavy_1.wav
negative,X2CDAl47UaUtiS9UGq7Yn0NTOLu2_shallow_1.wav
negative,X2CDAl47UaUtiS9UGq7Yn0NTOLu2_shallow_3.wav
negative,xh2LPx4DZNXX3hdsmHa7Lk41fPJ3_heavy_3.wav
negative,xMOI1306iZMtFQ5FCNcYraYUSDA3_heavy_2.wav
negative,xMOI1306iZMtFQ5FCNcYraYUSDA3_heavy_3.wav
negative,xMOI1306iZMtFQ5FCNcYraYUSDA3_heavy_5.wav
negative,xMOI1306iZMtFQ5FCNcYraYUSDA3_heavy_6.wav
negative,xMOI1306iZMtFQ5FCNcYraYUSDA3_heavy_7.wav
negative,xMOI1306iZMtFQ5FCNcYraYUSDA3_shallow_3.wav
negative,xMOI1306iZMtFQ5FCNcYraYUSDA3_shallow_5.wav
negative,xsGViRLscNeryc3TyMt1eqmOt0C2_heavy_1.wav
negative,xsGViRLscNeryc3TyMt1eqmOt0C2_shallow_2.wav
negative,xsGViRLscNeryc3TyMt1eqmOt0C2_shallow_3.wav
