corona_test,cough_filename
negative,k9c8ik6XlhbYFnHoXHqyDIQ5axe2_heavy_1.wav
negative,k9c8ik6XlhbYFnHoXHqyDIQ5axe2_heavy_2.wav
negative,k9c8ik6XlhbYFnHoXHqyDIQ5axe2_shallow_1.wav
negative,k9c8ik6XlhbYFnHoXHqyDIQ5axe2_shallow_2.wav
negative,KmMFugVd4Pa4fZW9FqWFcHBVovf2_heavy_6.wav
negative,KmMFugVd4Pa4fZW9FqWFcHBVovf2_shallow_1.wav
negative,KmMFugVd4Pa4fZW9FqWFcHBVovf2_shallow_3.wav
negative,KmMFugVd4Pa4fZW9FqWFcHBVovf2_shallow_4.wav
negative,KmMFugVd4Pa4fZW9FqWFcHBVovf2_shallow_5.wav
negative,LGiTXwr1u8YlLpxd1nvTlhGCZJn2_heavy_2.wav
negative,LGiTXwr1u8YlLpxd1nvTlhGCZJn2_shallow_1.wav
negative,llSmz39DbNfSYZ1M4c8zytC4W0r1_heavy_1.wav
negative,llSmz39DbNfSYZ1M4c8zytC4W0r1_shallow_2.wav
negative,llSmz39DbNfSYZ1M4c8zytC4W0r1_shallow_3.wav
negative,LW6U5C8CENR1PsmldatYGdCBcYg1_heavy_1.wav
negative,LyCZNUHMdqQtXwEox0mUHngB1Gx1_heavy_1.wav
negative,LyCZNUHMdqQtXwEox0mUHngB1Gx1_heavy_3.wav
negative,lzB1CcCk33VjfRiW9vbXkplPO0r1_heavy_6.wav
negative,lzB1CcCk33VjfRiW9vbXkplPO0r1_shallow_3.wav
negative,LziLApJbcWWu3MzbIL8k6mLdyFK2_heavy_1.wav
negative,LziLApJbcWWu3MzbIL8k6mLdyFK2_shallow_1.wav
negative,MeUiOR3KHJOGkU0rpWsA5oiBt672_heavy_1.wav
negative,MeUiOR3KHJOGkU0rpWsA5oiBt672_shallow_1.wav
negative,MeUiOR3KHJOGkU0rpWsA5oiBt672_shallow_3.wav
negative,MeUiOR3KHJOGkU0rpWsA5oiBt672_shallow_4.wav
negative,myAv7VQZySPhI599FSTraHN0vtH3_heavy_1.wav
negative,myAv7VQZySPhI599FSTraHN0vtH3_heavy_2.wav
negative,myAv7VQZySPhI599FSTraHN0vtH3_heavy_3.wav
negative,myAv7VQZySPhI599FSTraHN0vtH3_shallow_1.wav
negative,nCejocB61DU95Gz2gEcPeH0N2pm1_heavy_2.wav
negative,nCejocB61DU95Gz2gEcPeH0N2pm1_heavy_3.wav
negative,nCejocB61DU95Gz2gEcPeH0N2pm1_shallow_4.wav
negative,neg-0421-083-cough-m-53-10.wav
negative,neg-0421-083-cough-m-53-13.wav
negative,neg-0421-083-cough-m-53-6.wav
negative,neg-0421-083-cough-m-53-7.wav
negative,neg-0421-083-cough-m-53-8.wav
negative,neg-0421-083-cough-m-53-9.wav
negative,neg-0421-085-cough-m-43-2.wav
negative,neg-0421-088-cough-f-66-1.wav
negative,neg-0421-089-cough-f-20-0.wav
negative,neg-0421-089-cough-f-20-3.wav
negative,neg-0421-090-cough-f-17-11.wav
negative,neg-0421-090-cough-f-17-2.wav
negative,neg-0421-090-cough-f-17-4.wav
negative,neg-0421-091-cough-m-47-2.wav
negative,neg-0421-091-cough-m-47-4.wav
negative,neg-0421-091-cough-m-47-6.wav
negative,neg-0421-091-cough-m-47-8.wav
negative,neg-0422-095-cough-m-53-15.wav
negative,neg-0422-095-cough-m-53-5.wav
negative,neg-0422-097-cough-m-37-8.wav
negative,neg-0422-098-cough-f-24-1.wav
negative,neg-0422-098-cough-f-24-5.wav
negative,nFYEOudV6AXO7kSQU7mjyezJXUw2_heavy_1.wav
negative,nlKBKSlza3VwbasF1voiECoUs6d2_shallow_3.wav
negative,NqXT0llYhqhv9usc7uEPUKfonRD2_heavy_1.wav
negative,NqXT0llYhqhv9usc7uEPUKfonRD2_shallow_1.wav
negative,nQzxtyMOM3bSn98zqwBe9C7r7MI2_heavy_4.wav
negative,nQzxtyMOM3bSn98zqwBe9C7r7MI2_shallow_3.wav
negative,NRG3cVOEhsTaVQeeNG60tBv247Z2_heavy_1.wav
negative,oeOuvTlUMEfWPcNOA4EnTk5Bh4K2_heavy_1.wav
negative,op1WefhMk4PWXOP5mzMctzOWM3x1_heavy_3.wav
negative,op1WefhMk4PWXOP5mzMctzOWM3x1_heavy_5.wav
negative,P5mI5OKQZ3WbFo8FkU7VuvAwUwz2_heavy_4.wav
negative,P5mI5OKQZ3WbFo8FkU7VuvAwUwz2_heavy_5.wav
negative,P5mI5OKQZ3WbFo8FkU7VuvAwUwz2_shallow_2.wav
negative,P5mI5OKQZ3WbFo8FkU7VuvAwUwz2_shallow_4.wav
negative,pBB2aZFbLCMky5VPRAoWIClKN2Y2_heavy_1.wav
negative,pBB2aZFbLCMky5VPRAoWIClKN2Y2_shallow_1.wav
negative,pBB2aZFbLCMky5VPRAoWIClKN2Y2_shallow_2.wav
negative,pQIRKYbiQ3ZHhnVt8CV73OvmBUU2_heavy_2.wav
negative,pVh5tOiOZHgxAWt7lBUe6pAtfEg2_shallow_1.wav
negative,pvX8fr2fMcebtfWq2wXqyIp56PL2_shallow_2.wav
negative,Q82KnSDEDTc0w7CDj1fSBntRTyg1_heavy_1.wav
negative,Q82KnSDEDTc0w7CDj1fSBntRTyg1_heavy_3.wav
negative,ql3kCRgabMZdkQabRLQNwJGLpwe2_heavy_1.wav
negative,ql3kCRgabMZdkQabRLQNwJGLpwe2_shallow_3.wav
negative,qSDQMZj4iqhaRUz1SvwiUqyUzKH3_heavy_1.wav
negative,Qt3Wy5zDjYfrcZtylWX0sh5niMa2_heavy_3.wav
negative,Qt3Wy5zDjYfrcZtylWX0sh5niMa2_shallow_3.wav
negative,qZEBUZAYCHhWEWXUeOGrLFhaZCW2_heavy_3.wav
negative,qZEBUZAYCHhWEWXUeOGrLFhaZCW2_shallow_1.wav
negative,qZEBUZAYCHhWEWXUeOGrLFhaZCW2_shallow_2.wav
negative,R9EJURFbJjRNEl9lmQZw1gfs08J3_heavy_1.wav
negative,REREbF9ZKUd33adQOFDQXSYK3SI3_heavy_1.wav
negative,REREbF9ZKUd33adQOFDQXSYK3SI3_heavy_3.wav
negative,REREbF9ZKUd33adQOFDQXSYK3SI3_shallow_2.wav
negative,RFqBDNt9sLR9PxvBliE1JhFVzK42_heavy_1.wav
negative,RfrT8p9208NHn3170qOYmxel8Kw2_shallow_2.wav
negative,RfrT8p9208NHn3170qOYmxel8Kw2_shallow_3.wav
negative,rlklHwPKGycGalH7q9XMRnUqXxd2_heavy_1.wav
negative,rlklHwPKGycGalH7q9XMRnUqXxd2_shallow_1.wav
negative,rlklHwPKGycGalH7q9XMRnUqXxd2_shallow_4.wav
negative,RP28VzHbG0crJB2RnboqUaM9SRm1_heavy_2.wav
negative,RV4V6j3c5cbSb2B4pY9vlF6kbeE2_shallow_1.wav
negative,RV4V6j3c5cbSb2B4pY9vlF6kbeE2_shallow_5.wav
negative,RY495l51qRPkLQxPMtN65Fkzcbw1_heavy_1.wav
negative,RY495l51qRPkLQxPMtN65Fkzcbw1_shallow_3.wav
negative,s3gFlexwXGaT6sBmU6g82B6Zczh2_shallow_3.wav
negative,sW80fLKGSiXcPBKFwnwRaaRdPKX2_heavy_2.wav
negative,sW80fLKGSiXcPBKFwnwRaaRdPKX2_heavy_3.wav
negative,sW80fLKGSiXcPBKFwnwRaaRdPKX2_heavy_4.wav
negative,sW80fLKGSiXcPBKFwnwRaaRdPKX2_shallow_1.wav
negative,Sy1VK1UgX0ZMcMJitgPal1sp8jj2_heavy_3.wav
negative,Sy1VK1UgX0ZMcMJitgPal1sp8jj2_shallow_2.wav
negative,t6twqoKKSMOJdmehEj2gbVo6Lao2_heavy_3.wav
negative,tLK9Z6BpfWVDFV7DQKMnEy0Woo22_heavy_3.wav
negative,tpCCClZhHxXqu31XbOhexT55KdP2_heavy_2.wav
negative,tpCCClZhHxXqu31XbOhexT55KdP2_heavy_3.wav
negative,tpCCClZhHxXqu31XbOhexT55KdP2_shallow_2.wav
negative,TULtUREj7OY9m91BqV1hqSeuwYf2_shallow_3.wav
negative,uHPhyLsj5eYghJQOYj7iXa0fyOE3_heavy_2.wav
negative,uHPhyLsj5eYghJQOYj7iXa0fyOE3_shallow_1.wav
negative,uHPhyLsj5eYghJQOYj7iXa0fyOE3_shallow_2.wav
negative,uHPhyLsj5eYghJQOYj7iXa0fyOE3_shallow_4.wav
negative,uKNcZUbxcoVEtx2loiRvJEAhPEj1_heavy_1.wav
negative,uKNcZUbxcoVEtx2loiRvJEAhPEj1_heavy_3.wav
negative,UTqsNsZQCThhJduOChbctH76Avj2_heavy_1.wav
negative,V4vtnfRZS8bjKjuR7KVyYnJQXw32_heavy_1.wav
negative,V4vtnfRZS8bjKjuR7KVyYnJQXw32_shallow_1.wav
negative,VB3X18XtrRdSVJ8zDzdyKohlX2F2_heavy_5.wav
negative,VB3X18XtrRdSVJ8zDzdyKohlX2F2_heavy_7.wav
negative,VB3X18XtrRdSVJ8zDzdyKohlX2F2_shallow_2.wav
negative,VDhr3WpGrNSi0eWqpTtfZdvUC3N2_shallow_1.wav
negative,VDhr3WpGrNSi0eWqpTtfZdvUC3N2_shallow_2.wav
negative,vn3xkK3lIdViBCa9kMj8LDOy9yV2_shallow_3.wav
negative,vqIREUmn5CMqyrMHxlLVmcuN5qW2_shallow_1.wav
negative,vSVws79jhxXr1iQrtbvhchHaHCE3_heavy_3.wav
negative,vSVws79jhxXr1iQrtbvhchHaHCE3_heavy_4.wav
negative,vX3NZt9tyQUhXgS4dlz55VGEMdU2_heavy_3.wav
negative,vX3NZt9tyQUhXgS4dlz55VGEMdU2_shallow_3.wav
negative,VXCvsGinvzPFVkLNlvJFw7z9G8j1_heavy_2.wav
negative,w1JLuqfRlwcQjnvBRZgdSo89zoz2_heavy_2.wav
negative,w1JLuqfRlwcQjnvBRZgdSo89zoz2_shallow_1.wav
negative,w1JLuqfRlwcQjnvBRZgdSo89zoz2_shallow_3.wav
negative,W673kSjviTeaeIVpuLAtv9up4s72_shallow_1.wav
negative,W673kSjviTeaeIVpuLAtv9up4s72_shallow_2.wav
negative,W673kSjviTeaeIVpuLAtv9up4s72_shallow_3.wav
negative,wavegan_neg_0.wav
negative,wavegan_neg_1.wav
negative,wavegan_neg_10.wav
negative,wavegan_neg_100.wav
negative,wavegan_neg_1000.wav
negative,wavegan_neg_1001.wav
negative,wavegan_neg_1002.wav
negative,wavegan_neg_1003.wav
negative,wavegan_neg_1004.wav
negative,wavegan_neg_1005.wav
negative,wavegan_neg_1006.wav
negative,wavegan_neg_1007.wav
negative,wavegan_neg_1008.wav
negative,wavegan_neg_1009.wav
negative,wavegan_neg_101.wav
negative,wavegan_neg_1010.wav
negative,wavegan_neg_1011.wav
negative,wavegan_neg_1012.wav
negative,wavegan_neg_1013.wav
negative,wavegan_neg_1014.wav
negative,wavegan_neg_1015.wav
negative,wavegan_neg_1016.wav
negative,wavegan_neg_1017.wav
negative,wavegan_neg_1018.wav
negative,wavegan_neg_1019.wav
negative,wavegan_neg_102.wav
negative,wavegan_neg_1020.wav
negative,wavegan_neg_1021.wav
negative,wavegan_neg_1022.wav
negative,wavegan_neg_1023.wav
negative,wavegan_neg_1024.wav
negative,wavegan_neg_1025.wav
negative,wavegan_neg_1026.wav
negative,wavegan_neg_1027.wav
negative,wavegan_neg_1028.wav
negative,wavegan_neg_1029.wav
negative,wavegan_neg_103.wav
negative,wavegan_neg_1030.wav
negative,wavegan_neg_1031.wav
negative,wavegan_neg_1032.wav
negative,wavegan_neg_1033.wav
negative,wavegan_neg_1034.wav
negative,wavegan_neg_1035.wav
negative,wavegan_neg_1036.wav
negative,wavegan_neg_1037.wav
negative,wavegan_neg_1038.wav
negative,wavegan_neg_1039.wav
negative,wavegan_neg_104.wav
negative,wavegan_neg_1040.wav
negative,wavegan_neg_1041.wav
negative,wavegan_neg_1042.wav
negative,wavegan_neg_1043.wav
negative,wavegan_neg_1044.wav
negative,wavegan_neg_1045.wav
negative,wavegan_neg_1046.wav
negative,wavegan_neg_1047.wav
negative,wavegan_neg_1048.wav
negative,wavegan_neg_1049.wav
negative,wavegan_neg_105.wav
negative,wavegan_neg_1050.wav
negative,wavegan_neg_1051.wav
negative,wavegan_neg_1052.wav
negative,wavegan_neg_1053.wav
negative,wavegan_neg_1054.wav
negative,wavegan_neg_1055.wav
negative,wavegan_neg_1056.wav
negative,wavegan_neg_1057.wav
negative,wavegan_neg_1058.wav
negative,wavegan_neg_1059.wav
negative,wavegan_neg_106.wav
negative,wavegan_neg_1060.wav
negative,wavegan_neg_1061.wav
negative,wavegan_neg_1062.wav
negative,wavegan_neg_1063.wav
negative,wavegan_neg_1064.wav
negative,wavegan_neg_1065.wav
negative,wavegan_neg_1066.wav
negative,wavegan_neg_1067.wav
negative,wavegan_neg_1068.wav
negative,wavegan_neg_1069.wav
negative,wavegan_neg_107.wav
negative,wavegan_neg_1070.wav
negative,wavegan_neg_1071.wav
negative,wavegan_neg_1072.wav
negative,wavegan_neg_1073.wav
negative,wavegan_neg_1074.wav
negative,wavegan_neg_1075.wav
negative,wavegan_neg_1076.wav
negative,wavegan_neg_1077.wav
negative,wavegan_neg_1078.wav
negative,wavegan_neg_1079.wav
negative,wavegan_neg_108.wav
negative,wavegan_neg_1080.wav
negative,wavegan_neg_1081.wav
negative,wavegan_neg_1082.wav
negative,wavegan_neg_1083.wav
negative,wavegan_neg_1084.wav
negative,wavegan_neg_1085.wav
negative,wavegan_neg_1086.wav
negative,wavegan_neg_1087.wav
negative,wavegan_neg_1088.wav
negative,wavegan_neg_1089.wav
negative,wavegan_neg_109.wav
negative,wavegan_neg_1090.wav
negative,wavegan_neg_1091.wav
negative,wavegan_neg_1092.wav
negative,wavegan_neg_1093.wav
negative,wavegan_neg_1094.wav
negative,wavegan_neg_1095.wav
negative,wavegan_neg_1096.wav
negative,wavegan_neg_1097.wav
negative,wavegan_neg_1098.wav
negative,wavegan_neg_1099.wav
negative,wavegan_neg_11.wav
negative,wavegan_neg_110.wav
negative,wavegan_neg_1100.wav
negative,wavegan_neg_1101.wav
negative,wavegan_neg_1102.wav
negative,wavegan_neg_1103.wav
negative,wavegan_neg_1104.wav
negative,wavegan_neg_1105.wav
negative,wavegan_neg_1106.wav
negative,wavegan_neg_1107.wav
negative,wavegan_neg_1108.wav
negative,wavegan_neg_1109.wav
negative,wavegan_neg_111.wav
negative,wavegan_neg_1110.wav
negative,wavegan_neg_1111.wav
negative,wavegan_neg_1112.wav
negative,wavegan_neg_1113.wav
negative,wavegan_neg_1114.wav
negative,wavegan_neg_1115.wav
negative,wavegan_neg_1116.wav
negative,wavegan_neg_1117.wav
negative,wavegan_neg_1118.wav
negative,wavegan_neg_1119.wav
